truth,estimate,class_prob
no,no,0.3032737970352173
no,no,0.048384565860033035
no,no,0.0032101368997246027
no,no,0.0037444953341037035
no,no,0.02945473976433277
yes,yes,0.7844817638397217
yes,no,0.22672109305858612
no,no,0.025969261303544044
yes,yes,0.7838764190673828
no,no,0.1557164192199707
yes,yes,0.6824777126312256
yes,no,0.18106785416603088
no,yes,0.5354289412498474
no,no,0.00926528126001358
yes,yes,0.7153654098510742
no,no,0.2266886979341507
no,no,0.2394609898328781
yes,yes,0.8799871802330017
no,no,0.28745797276496887
no,no,0.4624113440513611
yes,yes,0.7472235560417175
yes,no,0.22653605043888092
yes,no,0.025668499991297722
no,no,0.027098869904875755
yes,no,0.31478098034858704
no,no,0.012264537625014782
no,yes,0.6679365038871765
yes,no,0.2632604241371155
no,no,0.08330486714839935
no,no,0.15559649467468262
yes,yes,0.635604977607727
no,no,0.0016819150187075138
no,no,0.013307228684425354
no,no,0.16603101789951324
yes,no,0.3774203658103943
no,no,0.05033498629927635
no,no,0.08471902459859848
no,no,0.0029593119397759438
no,no,0.0027254826854914427
no,yes,0.6736050248146057
yes,yes,0.7897281050682068
no,no,0.2970479428768158
no,no,0.02735068090260029
yes,yes,0.5466882586479187
no,no,0.09391827136278152
no,no,0.00729470094665885
yes,yes,0.6913349628448486
no,no,0.020074358209967613
no,no,0.04075074568390846
no,no,0.12984587252140045
no,no,0.1799917072057724
no,no,0.2034395933151245
no,no,0.06286202371120453
yes,no,0.03575475141406059
no,yes,0.524888813495636
no,yes,0.6940760612487793
no,no,0.023164251819252968
yes,yes,0.7154658436775208
yes,yes,0.6390292048454285
yes,no,0.1919325590133667
no,no,0.02205788716673851
no,no,0.3670467138290405
yes,yes,0.5360783934593201
no,no,0.23495648801326752
yes,no,0.1197701171040535
yes,no,0.445271760225296
yes,yes,0.709210991859436
no,no,0.07488147169351578
no,no,0.30134084820747375
yes,yes,0.7471789717674255
yes,yes,0.6205762624740601
no,no,0.25378909707069397
yes,yes,0.6803486943244934
no,no,0.40686026215553284
no,no,0.02874508872628212
yes,yes,0.8112786412239075
no,yes,0.6071037650108337
yes,yes,0.6213333606719971
no,no,0.4616604149341583
no,no,0.0024745091795921326
no,no,0.1759299486875534
no,no,0.04298536852002144
no,no,0.02704816311597824
no,no,0.20480547845363617
no,no,0.054126594215631485
yes,yes,0.6707004904747009
no,no,0.07247282564640045
no,yes,0.5524111986160278
yes,yes,0.6020077466964722
yes,no,0.2503277659416199
no,no,0.11997631937265396
no,no,0.4578554630279541
no,no,0.17939329147338867
no,no,0.09169669449329376
no,no,0.48423755168914795
no,no,0.46353933215141296
no,no,0.3211558163166046
no,no,0.07219758629798889
no,no,0.2116018384695053
no,no,0.396047443151474
no,no,0.0017769361147657037
no,no,0.004043149296194315
yes,yes,0.8350442051887512
no,no,0.03628432750701904
no,no,0.2625143229961395
no,no,0.4998243451118469
no,no,0.01889766938984394
no,no,0.05667823180556297
yes,yes,0.5794297456741333
no,no,0.3509605824947357
yes,yes,0.5179876089096069
no,no,0.07140854746103287
no,no,0.020772134885191917
no,no,0.3776955008506775
no,no,0.20002420246601105
no,no,0.36451879143714905
no,no,0.006792488973587751
no,no,0.32628870010375977
no,no,0.044402722269296646
no,no,0.08056075125932693
no,no,0.0018219773191958666
no,no,0.021199604496359825
no,no,0.05225948616862297
no,no,0.25948941707611084
no,yes,0.750484049320221
yes,yes,0.733759880065918
no,no,0.32239219546318054
no,no,0.2207181304693222
yes,yes,0.6091707944869995
no,yes,0.5809828639030457
no,no,0.40966561436653137
no,no,0.1289023905992508
no,no,0.07011768966913223
no,no,0.0025333743542432785
no,no,0.20549172163009644
no,no,0.009448464959859848
no,no,0.028318632394075394
no,no,0.05770845338702202
yes,yes,0.8085217475891113
no,yes,0.7241599559783936
no,no,0.11607380956411362
no,yes,0.7421445250511169
yes,no,0.4873886704444885
no,no,0.013031885959208012
yes,no,0.19449369609355927
no,no,0.13775360584259033
no,no,0.3579365313053131
no,no,0.13763345777988434
no,no,0.20181339979171753
yes,no,0.24944815039634705
no,no,0.024439603090286255
yes,yes,0.7963184714317322
no,no,0.02635936625301838
no,no,0.03738226369023323
no,yes,0.5965521931648254
no,no,0.004195676185190678
yes,yes,0.751705527305603
no,no,0.10844946652650833
yes,yes,0.5533225536346436
no,no,0.09695712476968765
yes,no,0.2408631145954132
no,no,0.09164237976074219
yes,yes,0.5404767394065857
yes,yes,0.8396236896514893
no,no,0.013973182067275047
no,no,0.304019033908844
yes,yes,0.634402334690094
yes,yes,0.5858917832374573
no,yes,0.727998673915863
yes,no,0.08650121092796326
no,no,0.028249509632587433
yes,yes,0.6515811681747437
no,no,0.2737237811088562
yes,yes,0.5943888425827026
no,yes,0.5695121884346008
no,no,0.0014143175212666392
no,no,0.05656543746590614
no,no,0.039715901017189026
no,no,0.07690656930208206
no,no,0.37086182832717896
no,no,0.010640019550919533
no,yes,0.5318025350570679
no,yes,0.7279625535011292
no,no,0.3629288971424103
no,yes,0.5201671123504639
no,no,0.39658233523368835
no,no,0.1797986477613449
no,no,0.26061007380485535
no,no,0.04538366198539734
no,no,0.02126390114426613
no,no,0.012035666964948177
no,no,0.011735145933926105
no,no,0.20854662358760834
no,no,0.024679623544216156
yes,no,0.384472131729126
yes,yes,0.757476270198822
no,no,0.0374317467212677
yes,no,0.32914096117019653
no,no,0.036975085735321045
no,no,0.02042321488261223
no,no,0.05947507917881012
no,no,0.45158475637435913
no,no,0.018211757764220238
no,no,0.0013493751175701618
yes,no,0.09932303428649902
no,no,0.14717283844947815
no,no,0.010867197066545486
no,no,0.025988515466451645
yes,yes,0.5767611861228943
no,no,0.4968717396259308
yes,no,0.29455819725990295
no,yes,0.7314164042472839
no,no,0.0048373667523264885
no,no,0.012718803249299526
no,yes,0.6361615657806396
yes,yes,0.8041731119155884
no,no,0.012133096344769001
yes,no,0.22348502278327942
no,no,0.11086315661668777
yes,no,0.03191237524151802
yes,yes,0.7691276669502258
no,no,0.003070647129788995
no,no,0.39447304606437683
no,no,0.108115553855896
no,no,0.07946177572011948
no,no,0.0023252202663570642
no,yes,0.5865457057952881
yes,yes,0.5623475909233093
no,no,0.03566046804189682
no,no,0.023429369553923607
no,no,0.0041366759687662125
no,no,0.060639504343271255
no,no,0.027082189917564392
no,no,0.09587850421667099
no,no,0.0032722142059355974
no,yes,0.6559694409370422
no,no,0.0021705455146729946
no,no,0.3003901541233063
no,no,0.1764492243528366
no,no,0.30608484148979187
yes,yes,0.6581615209579468
no,no,0.25644651055336
no,no,0.009459320455789566
yes,yes,0.6801537275314331
no,no,0.2369765043258667
no,no,0.09457176178693771
yes,no,0.009438790380954742
no,no,0.10792196542024612
no,no,0.499194860458374
yes,yes,0.8584980964660645
no,no,0.010176870040595531
no,no,0.14628835022449493
no,no,0.30794867873191833
no,no,0.00260043703019619
no,no,0.014022890478372574
no,no,0.11968399584293365
no,no,0.013838982209563255
no,no,0.26351243257522583
yes,no,0.4919513463973999
yes,no,0.19652864336967468
no,yes,0.5755199790000916
yes,yes,0.6448261737823486
yes,no,0.09569496661424637
no,no,0.03310444951057434
no,no,0.26383426785469055
yes,no,0.002994720358401537
no,no,0.024284880608320236
yes,no,0.2648979425430298
no,yes,0.5760360956192017
yes,yes,0.7647153735160828
yes,yes,0.6668605208396912
no,no,0.19177083671092987
no,no,0.25077351927757263
no,no,0.08523987233638763
no,no,0.04227190837264061
no,no,0.04563351720571518
no,no,0.002359891775995493
yes,yes,0.7736575603485107
yes,no,0.42645305395126343
no,no,0.27155447006225586
yes,no,0.28174784779548645
no,no,0.026191191747784615
no,no,0.03709107264876366
no,no,0.25499093532562256
yes,yes,0.5160226225852966
yes,yes,0.7204394340515137
yes,yes,0.7688678503036499
no,no,0.005809357855468988
no,no,0.0559723787009716
no,no,0.18070478737354279
no,no,0.011437770910561085
yes,yes,0.6210950613021851
no,no,0.01783136837184429
no,no,0.23944079875946045
yes,yes,0.7748581171035767
no,no,0.33140257000923157
no,yes,0.5148728489875793
no,no,0.4222092926502228
no,no,0.09593132138252258
no,no,0.04910505563020706
no,no,0.019477732479572296
no,no,0.06839367747306824
yes,no,0.27876219153404236
yes,no,0.4625905752182007
no,no,0.09060399979352951
no,no,0.19740107655525208
no,no,0.24125908315181732
no,no,0.004017937928438187
no,no,0.2231285721063614
no,no,0.021432794630527496
no,yes,0.5360565781593323
no,no,0.09187795221805573
no,no,0.057607267051935196
no,no,0.21095076203346252
no,no,0.35800814628601074
no,yes,0.7189460396766663
yes,no,0.316800057888031
no,no,0.21693192422389984
yes,yes,0.7294565439224243
yes,yes,0.7940373420715332
no,yes,0.5894762873649597
no,no,0.0032521358225494623
no,no,0.0029900670051574707
no,no,0.009647469967603683
yes,no,0.07636123895645142
yes,no,0.4246375262737274
no,no,0.0279078371822834
no,no,0.008888334967195988
no,no,0.46828606724739075
no,yes,0.830094039440155
no,no,0.0015449027996510267
no,no,0.010211671702563763
no,no,0.0024562072940170765
no,no,0.422259122133255
no,no,0.11155856400728226
yes,yes,0.7664520144462585
no,no,0.06286570429801941
no,no,0.015484459698200226
yes,yes,0.6492452025413513
no,no,0.05598429590463638
no,yes,0.6007161736488342
no,yes,0.6554037928581238
no,no,0.12404950708150864
no,yes,0.6605547666549683
no,no,0.059223875403404236
no,no,0.046722061932086945
no,no,0.4133358895778656
no,no,0.08164947479963303
no,no,0.2504594326019287
no,yes,0.6305947303771973
yes,yes,0.6326547861099243
no,no,0.012287590652704239
no,no,0.0503108985722065
no,no,0.006398395635187626
yes,yes,0.772588312625885
yes,yes,0.7047070264816284
no,yes,0.606679379940033
yes,yes,0.8414945006370544
no,yes,0.6626731157302856
no,yes,0.6713173985481262
no,no,0.0073624481447041035
yes,yes,0.8305265307426453
yes,yes,0.6985296010971069
yes,no,0.13931815326213837
no,no,0.2364737093448639
no,no,0.27782008051872253
no,no,0.08462513238191605
yes,yes,0.6077554821968079
no,no,0.13074781000614166
no,no,0.24182437360286713
no,no,0.10231863707304001
no,no,0.054167818278074265
no,no,0.0014977924292907119
no,yes,0.5144365429878235
no,no,0.07530131191015244
no,no,0.010544836521148682
yes,yes,0.6817421913146973
no,no,0.002808081218972802
no,no,0.03034224361181259
yes,yes,0.6146968007087708
yes,no,0.4093596637248993
yes,yes,0.513873279094696
no,no,0.024294786155223846
no,no,0.3241952359676361
no,no,0.0030557692516595125
no,no,0.16919241845607758
no,no,0.21616284549236298
yes,no,0.10242817550897598
no,no,0.11978693306446075
no,no,0.026585962623357773
yes,yes,0.5430552959442139
no,no,0.01786678656935692
yes,yes,0.5826112627983093
no,no,0.21157588064670563
no,no,0.0061226277612149715
yes,no,0.18776348233222961
yes,yes,0.5030940771102905
no,no,0.27431049942970276
yes,no,0.15991602838039398
no,no,0.017347054556012154
no,yes,0.5453411936759949
no,no,0.42427417635917664
no,no,0.355485200881958
yes,no,0.03856012970209122
no,no,0.001351899467408657
no,yes,0.7456001043319702
no,no,0.016765087842941284
no,no,0.09905858337879181
no,no,0.0196981281042099
yes,yes,0.7897883057594299
no,no,0.2523339092731476
yes,yes,0.530136227607727
no,yes,0.5937687158584595
no,yes,0.718479573726654
no,no,0.21829384565353394
no,yes,0.5600250959396362
yes,yes,0.6320372223854065
yes,yes,0.7800224423408508
no,no,0.03794776275753975
yes,yes,0.7769549489021301
no,no,0.3346194922924042
no,no,0.02296595647931099
no,no,0.018364321440458298
yes,yes,0.6425257325172424
no,no,0.32957908511161804
no,no,0.2074490338563919
no,no,0.16799156367778778
yes,no,0.2684173583984375
no,no,0.09730441868305206
no,no,0.14591999351978302
no,no,0.03137658163905144
no,no,0.004436220042407513
no,yes,0.5609415769577026
yes,yes,0.6608643531799316
no,no,0.4104617238044739
yes,yes,0.5346892476081848
no,no,0.10313111543655396
no,no,0.14663511514663696
no,no,0.0038542943075299263
yes,yes,0.7942242622375488
no,yes,0.7606893181800842
no,no,0.23760256171226501
no,no,0.004264863673597574
no,yes,0.5810359120368958
yes,no,0.44451165199279785
no,no,0.008885848335921764
no,no,0.07558021694421768
no,no,0.39490804076194763
no,no,0.0683586522936821
no,no,0.01829439029097557
no,no,0.11941725015640259
no,no,0.014374854974448681
no,no,0.23437051475048065
no,no,0.002444548299536109
yes,yes,0.64313805103302
yes,no,0.17983131110668182
no,no,0.05007435753941536
no,no,0.014763100072741508
no,no,0.058605942875146866
no,no,0.13249129056930542
yes,no,0.025148650631308556
no,no,0.027401836588978767
no,no,0.007684080395847559
yes,no,0.32854145765304565
no,no,0.14836280047893524
no,no,0.2476692795753479
no,yes,0.6288812160491943
yes,no,0.14220644533634186
yes,no,0.066707707941532135
no,no,0.3041022717952728
no,no,0.4669641852378845
no,no,0.329839289188385
no,no,0.11819932609796524
yes,yes,0.615743100643158
no,no,0.005477895028889179
yes,no,0.07417363673448563
yes,no,0.24141618609428406
yes,yes,0.6487711071968079
yes,yes,0.7028091549873352
yes,yes,0.6890214085578918
no,yes,0.7577537894248962
no,no,0.2657194435596466
no,no,0.11113480478525162
no,no,0.0026398205664008856
no,yes,0.8231410384178162
no,no,0.07883237302303314
no,yes,0.7539844512939453
no,no,0.004323419649153948
no,yes,0.5588100552558899
no,no,0.1544397920370102
no,no,0.07127121835947037
no,no,0.0023263234179466963
no,no,0.21019773185253143
no,no,0.13926227390766144
no,no,0.001444609253667295
no,no,0.482341468334198
yes,yes,0.6668164730072021
no,no,0.1766253113746643
no,no,0.059472374618053436
no,no,0.022373080253601074
no,no,0.0032190720085054636
no,no,0.05360565334558487
no,no,0.17660664021968842
yes,yes,0.7565562725067139
yes,no,0.4831834137439728
no,no,0.26398909091949463
no,yes,0.5430716872215271
yes,yes,0.5212729573249817
no,no,0.020296262577176094
no,no,0.1435273438692093
yes,no,0.4695304334163666
no,no,0.12081476300954819
yes,yes,0.5399117469787598
yes,yes,0.5209861397743225
no,no,0.01881220191717148
no,no,0.033889975398778915
no,yes,0.6369982361793518
no,yes,0.5171151161193848
no,yes,0.6999869346618652
no,no,0.06707169115543365
no,no,0.01133651938289404
no,no,0.25064516067504883
no,no,0.06617438793182373
yes,no,0.36724066734313965
no,no,0.3249143064022064
no,no,0.019415630027651787
no,no,0.30754750967025757
no,no,0.296444296836853
yes,no,0.491383820772171
no,no,0.13423927128314972
no,no,0.019895687699317932
yes,no,0.1413240134716034
yes,yes,0.6851034164428711
no,yes,0.7333198189735413
yes,no,0.17497482895851135
no,no,0.0644553080201149
no,no,0.2502761781215668
no,no,0.046524498611688614
no,no,0.4675421714782715
no,no,0.2897736728191376
no,no,0.003085929900407791
no,no,0.469937801361084
no,no,0.10923253744840622
no,no,0.15590743720531464
no,no,0.025939464569091797
yes,yes,0.7176356315612793
yes,yes,0.6674394011497498
no,no,0.30098477005958557
no,no,0.44677865505218506
no,no,0.14137184619903564
no,no,0.2718506455421448
no,no,0.0880783423781395
yes,yes,0.6977713704109192
no,no,0.12399803847074509
no,yes,0.5553576350212097
yes,yes,0.8106474876403809
yes,yes,0.6896467208862305
no,no,0.024575093761086464
no,no,0.016760388389229774
no,yes,0.6495583653450012
yes,yes,0.560073971748352
no,no,0.02656000480055809
no,no,0.48168283700942993
yes,yes,0.5475178360939026
no,no,0.3025917112827301
no,no,0.3925597667694092
no,no,0.09698107838630676
no,no,0.015881555154919624
no,no,0.3588111400604248
no,no,0.1607968509197235
no,no,0.059677381068468094
no,no,0.04687793552875519
no,no,0.017068637534976006
no,no,0.19668328762054443
yes,no,0.08241993188858032
yes,yes,0.7641209959983826
no,no,0.002479332499206066
no,no,0.21400617063045502
no,no,0.04636988788843155
yes,yes,0.6867343187332153
no,no,0.15245968103408813
no,no,0.001272724592126906
no,no,0.3718051016330719
no,no,0.16650092601776123
no,no,0.020446209236979485
yes,no,0.38206472992897034
no,no,0.16481783986091614
yes,yes,0.8216282725334167
no,no,0.01597793586552143
no,no,0.07810616493225098
no,no,0.07212895900011063
no,no,0.01989714801311493
no,no,0.24595017731189728
no,no,0.0229561198502779
no,yes,0.5943002700805664
yes,yes,0.5802129507064819
yes,yes,0.648398756980896
no,no,0.20809412002563477
no,no,0.4244648814201355
no,no,0.06509347259998322
yes,yes,0.6523249745368958
no,yes,0.8212998509407043
no,no,0.012126263231039047
no,no,0.0017760660266503692
no,no,0.09227558970451355
yes,no,0.06011739373207092
yes,no,0.22712872922420502
no,no,0.23324817419052124
yes,yes,0.6069363355636597
no,yes,0.5088841915130615
yes,no,0.23449118435382843
no,no,0.029756594449281693
no,no,0.011080323718488216
no,no,0.04700874537229538
no,no,0.23650051653385162
no,no,0.0659852847456932
no,no,0.059362418949604034
no,no,0.010836062952876091
no,no,0.015685580670833588
yes,no,0.292193204164505
yes,no,0.3759063482284546
no,no,0.04718555137515068
no,no,0.054366741329431534
yes,no,0.059233590960502625
no,no,0.037818606942892075
no,no,0.25043174624443054
no,no,0.11636509746313095
no,no,0.06769508123397827
no,no,0.1702878177165985
yes,yes,0.7892357110977173
yes,no,0.29327985644340515
no,no,0.01221697311848402
yes,yes,0.554003119468689
no,no,0.0121776657178998
no,no,0.09332458674907684
no,no,0.03759017214179039
no,no,0.008542327210307121
yes,no,0.3849721848964691
no,no,0.4519723653793335
no,yes,0.8312568068504333
no,no,0.0038512342143803835
yes,yes,0.5565672516822815
no,no,0.1070953980088234
no,no,0.002518615685403347
yes,yes,0.6233415007591248
no,no,0.002878677798435092
no,no,0.03120890073478222
no,no,0.01798183098435402
no,yes,0.6078342199325562
yes,no,0.13815005123615265
no,no,0.45133185386657715
no,no,0.05367700010538101
yes,yes,0.6227862238883972
yes,yes,0.5717784762382507
no,no,0.4761083424091339
no,no,0.010923388414084911
no,no,0.15986022353172302
yes,yes,0.8042899370193481
yes,no,0.4186611473560333
no,no,0.036046579480171204
yes,no,0.3846093416213989
no,yes,0.5966323018074036
no,no,0.3998716473579407
yes,no,0.188451886177063
no,no,0.11632873117923737
no,no,0.19296880066394806
no,no,0.015885602682828903
yes,yes,0.7898791432380676
no,yes,0.5653055906295776
yes,yes,0.6127620935440063
no,no,0.23977716267108917
no,no,0.010003945790231228
no,no,0.016523566097021103
no,no,0.008330214768648148
no,no,0.19475790858268738
no,no,0.004744472447782755
no,no,0.0030706629622727633
yes,yes,0.746796190738678
no,no,0.03306857869029045
yes,yes,0.7463544011116028
no,yes,0.6159999370574951
yes,no,0.0937657356262207
no,no,0.4636532664299011
no,no,0.3353064954280853
no,no,0.033171940594911575
no,no,0.0191876832395792
no,no,0.004665483720600605
yes,no,0.46225765347480774
no,no,0.060093771666288376
no,yes,0.5798419713973999
no,no,0.019811300560832024
no,no,0.40394091606140137
no,no,0.013872510753571987
no,no,0.08109740912914276
yes,yes,0.5669201612472534
no,no,0.061150770634412766
no,no,0.308161199092865
no,no,0.1953369677066803
yes,no,0.40148210525512695
yes,no,0.4953971803188324
yes,yes,0.619364857673645
no,no,0.0014959657564759254
no,no,0.2389644980430603
no,yes,0.5510095357894897
no,no,0.04941171407699585
yes,no,0.2503642737865448
no,no,0.41241881251335144
no,no,0.3159653842449188
no,no,0.04260046407580376
no,no,0.06895482540130615
yes,yes,0.7796754837036133
yes,no,0.12508654594421387
no,yes,0.6674667000770569
no,no,0.007842302322387695
no,no,0.030040619894862175
yes,yes,0.5187321305274963
no,no,0.010136778466403484
no,no,0.13447479903697968
no,no,0.02909225784242153
yes,yes,0.6638097763061523
no,no,0.23856554925441742
no,no,0.04982905834913254
no,yes,0.6475900411605835
no,no,0.21627552807331085
no,no,0.4423418641090393
yes,no,0.08481230586767197
yes,yes,0.6223725080490112
no,no,0.026400215923786163
no,yes,0.5078206658363342
no,yes,0.576060950756073
yes,yes,0.8173713088035583
yes,no,0.1354570984840393
yes,no,0.367220014333725
no,no,0.07983141392469406
no,no,0.26574933528900146
no,no,0.010616072453558445
no,no,0.3221419155597687
no,no,0.26097622513771057
no,no,0.0025375494733452797
yes,yes,0.7063331007957458
yes,yes,0.5355938076972961
yes,no,0.14098121225833893
yes,yes,0.5564877986907959
no,no,0.00896299909800291
yes,yes,0.5573006868362427
no,no,0.029285140335559845
yes,no,0.18985562026500702
no,no,0.080634966492652893
no,no,0.2503090798854828
no,no,0.07842297106981277
yes,no,0.2120327204465866
no,yes,0.6507461071014404
no,no,0.033029794692993164
no,no,0.006073798984289169
yes,no,0.4751441478729248
no,no,0.06107793748378754
no,no,0.15154330432415009
yes,yes,0.7420899271965027
no,no,0.4556696116924286
no,no,0.013390587642788887
no,no,0.2380327731370926
no,no,0.05381330847740173
no,no,0.2068038135766983
no,no,0.05060489475727081
no,no,0.007479185704141855
no,no,0.3941490054130554
no,no,0.05305776372551918
no,no,0.01740649715065956
yes,no,0.21197043359279633
yes,no,0.06688643991947174
no,no,0.02380414865911007
no,no,0.45191359519958496
no,no,0.17074361443519592
yes,yes,0.8230687975883484
no,no,0.003055048640817404
yes,yes,0.7794619798660278
no,no,0.015695257112383842
yes,no,0.46466848254203796
yes,no,0.47891730070114136
no,yes,0.6635594367980957
no,no,0.03283742815256119
no,no,0.4446888267993927
no,no,0.08691539615392685
no,no,0.19111841917037964
no,no,0.21816323697566986
yes,yes,0.5631548166275024
no,no,0.035526879131793976
yes,yes,0.7077249884605408
no,no,0.14936289191246033
no,no,0.008395643904805183
yes,yes,0.7902745008468628
no,no,0.030599061399698257
no,no,0.023917950689792633
yes,no,0.016426967456936836
no,no,0.036235738545656204
yes,no,0.05498687922954559
no,no,0.005881774239242077
yes,yes,0.5357563495635986
yes,no,0.4876354932785034
yes,no,0.2738640606403351
no,no,0.02073277160525322
no,no,0.3505994975566864
yes,no,0.43726781010627747
yes,no,0.026160016655921936
no,no,0.041911493986845016
no,no,0.06961534917354584
no,no,0.227728471159935
no,no,0.0029703276231884956
yes,yes,0.647127628326416
no,no,0.003947305493056774
yes,no,0.2873515486717224
yes,no,0.2535214424133301
no,no,0.05141831189393997
yes,yes,0.5983178615570068
no,no,0.2471323162317276
no,no,0.07182333618402481
yes,no,0.425214946269989
no,no,0.06601382791996002
yes,yes,0.804012656211853
no,no,0.4398435354232788
no,no,0.011457995511591434
yes,no,0.27031803131103516
no,no,0.2052602767944336
no,no,0.23866190016269684
no,no,0.07515765726566315
yes,yes,0.7814232707023621
yes,no,0.4343545734882355
no,no,0.12348905950784683
no,no,0.37975969910621643
no,no,0.07799900323152542
no,no,0.2120484560728073
no,yes,0.6399831771850586
yes,yes,0.6902462244033813
yes,no,0.32958459854125977
yes,yes,0.6237109303474426
yes,no,0.3156238794326782
yes,yes,0.5640625357627869
no,no,0.09111718088388443
yes,no,0.329306036233902
no,no,0.08124873042106628
yes,yes,0.7114534974098206
yes,yes,0.6473360657691956
yes,yes,0.7016142010688782
no,no,0.034503940492868423
no,no,0.30782172083854675
no,yes,0.5206277370452881
no,no,0.0765630230307579
no,no,0.1064257100224495
no,no,0.05040646716952324
no,no,0.003920355346053839
no,no,0.3283666968345642
no,yes,0.7337061762809753
no,yes,0.726459264755249
no,no,0.007706910837441683
no,no,0.3453153073787689
yes,yes,0.7897732257843018
yes,yes,0.6448767781257629
no,no,0.1347225308418274
no,no,0.30450472235679626
yes,no,0.026843290776014328
no,no,0.041452325880527496
no,no,0.12436623126268387
no,no,0.03305759280920029
no,yes,0.5945561528205872
no,yes,0.7634299397468567
yes,no,0.4141787886619568
yes,no,0.08347766846418381
no,no,0.022103356197476387
yes,yes,0.5262616872787476
no,no,0.08074603229761124
no,no,0.01326137688010931
no,yes,0.5081250667572021
no,no,0.017277508974075317
no,no,0.13724687695503235
no,no,0.11578978598117828
no,no,0.088316410779953
no,no,0.012684253975749016
yes,no,0.17238354682922363
yes,no,0.13652804493904114
yes,yes,0.6825608611106873
no,yes,0.5716668963432312
no,yes,0.5594738125801086
yes,no,0.4225541353225708
no,no,0.008877567015588284
no,no,0.2503642737865448
yes,yes,0.8111971020698547
no,no,0.030218806117773056
yes,yes,0.6900862455368042
no,no,0.04851880669593811
no,no,0.01202470064163208
yes,yes,0.8492599725723267
yes,no,0.33169233798980713
no,yes,0.628546416759491
yes,no,0.309792697429657
no,yes,0.5048196911811829
no,no,0.019367355853319168
yes,yes,0.6561362147331238
no,no,0.0106565672904253
no,no,0.09324091672897339
yes,no,0.4755057394504547
no,no,0.1291014850139618
no,no,0.0049826218746602535
no,no,0.07583518326282501
no,no,0.39687544107437134
no,no,0.002480063820257783
no,no,0.019667401909828186
no,no,0.25032293796539307
yes,no,0.2502761781215668
no,no,0.009686148725450039
yes,yes,0.7557319402694702
no,no,0.04526013135910034
no,no,0.14997152984142303
no,no,0.00277630053460598
yes,yes,0.5403059720993042
no,yes,0.7110844850540161
no,no,0.3861558139324188
yes,yes,0.6008382439613342
no,no,0.006776484195142984
no,no,0.002800724469125271
no,no,0.16510893404483795
no,yes,0.6394842267036438
no,no,0.057189613580703735
no,no,0.02354145050048828
yes,yes,0.7420899271965027
no,no,0.4129440486431122
no,no,0.020094212144613266
no,no,0.3378603756427765
no,yes,0.7581436634063721
yes,no,0.09744919836521149
no,no,0.123073510825634
no,no,0.17870846390724182
no,no,0.061344828456640244
no,no,0.08003094792366028
no,no,0.03887676075100899
no,no,0.18269965052604675
no,no,0.03310551866889
no,no,0.005523271393030882
no,no,0.15363356471061707
yes,no,0.1725771576166153
no,no,0.004322649911046028
yes,yes,0.8361344337463379
no,no,0.31329792737960815
no,no,0.013144520111382008
no,no,0.015884820371866226
no,no,0.003920997958630323
no,yes,0.5108533501625061
yes,no,0.1922566443681717
no,no,0.4371412694454193
no,no,0.12383003532886505
no,no,0.2245551347732544
yes,no,0.47183939814567566
no,no,0.4468749165534973
no,no,0.0011621203739196062
no,no,0.2673928141593933
no,no,0.07163743674755096
no,yes,0.504773736000061
yes,yes,0.6802102327346802
no,no,0.0343773327767849
yes,yes,0.7625619173049927
no,no,0.0848168432712555
no,no,0.03284765034914017
yes,yes,0.6389845013618469
no,yes,0.5853408575057983
yes,yes,0.6220027804374695
no,no,0.04753652587532997
no,no,0.033108532428741455
no,no,0.03547459840774536
no,no,0.020272165536880493
no,no,0.35371941328048706
no,no,0.05203227326273918
no,no,0.040573060512542725
yes,yes,0.8042529225349426
no,no,0.44717225432395935
no,no,0.0021035121753811836
no,no,0.1550830453634262
no,no,0.028098590672016144
yes,yes,0.6380077600479126
no,no,0.2679901719093323
no,no,0.010796207934617996
no,no,0.03871002420783043
no,yes,0.8176248073577881
no,no,0.07427206635475159
no,yes,0.6376426219940186
no,no,0.027902863919734955
yes,no,0.26825764775276184
no,no,0.4835151135921478
yes,yes,0.8024333119392395
no,yes,0.8002526164054871
no,no,0.20386800169944763
no,no,0.013998964801430702
no,no,0.004332731943577528
no,no,0.2369413524866104
no,no,0.28658825159072876
no,no,0.04538470506668091
yes,yes,0.6869387626647949
no,no,0.00930208619683981
yes,yes,0.7444881200790405
no,no,0.43830788135528564
yes,yes,0.7276714444160461
no,no,0.011847826652228832
no,no,0.21434588730335236
no,no,0.24992583692073822
no,no,0.024444788694381714
no,yes,0.5759896636009216
no,no,0.33975285291671753
yes,no,0.1925918459892273
yes,yes,0.7842749357223511
no,no,0.38148197531700134
yes,yes,0.7315146327018738
yes,no,0.13162684440612793
no,no,0.1447802633047104
no,no,0.01630677655339241
yes,yes,0.6908672451972961
no,no,0.09085249900817871
no,no,0.07070963084697723
no,no,0.009713442996144295
no,no,0.13025495409965515
yes,yes,0.6335580945014954
no,yes,0.5403063893318176
yes,no,0.2720542848110199
no,no,0.11623084545135498
no,no,0.008556085638701916
no,no,0.29121720790863037
no,no,0.004646620247513056
no,no,0.0012929491931572556
no,no,0.01295956689864397
no,no,0.22319169342517853
yes,no,0.1821485161781311
no,no,0.011400832794606686
no,no,0.19764728844165802
no,yes,0.7578514218330383
no,no,0.4283377230167389
yes,no,0.2503090798854828
no,no,0.16561071574687958
